resto_id,resto_name,resto_type,resto_rating,rating_numbers,average_operation_hours,resto_address,check_payment,cash_payment_only,debit_card_payment,credit_card_payment,voucher_payment,phone_NFC_payment,dog_allowed,suitable_for_children,high_chair_facility,bar_facility,toilet_facility,netral_gender_toilet_facility,wifi_facility,paid_wifi_facility,free_wifi_facility,high_class_atmosphere,viral_atmosphere,comfortable_atmosphere,relaxed_atmosphere,sell_alcohol,sell_beer,sell_fast_food,sell_late_night_food,sell_organic_food,sell_cocktail,sell_coffee,all_you_can_eat,sell_halal_food,menu_for_childern,healty_menu,vegetarian_menu,sell_wine,contactless_deliverys_services,take_away,drive_through,dine_in,delivery,open_space
245,"Waroeng Spesial Sambal ""SS"" Ngaliyan",Restoran,4.3,2939,9.85714286,"Jl. Prof. Dr. Hamka No.59, Purwoyoso, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50184",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
246,Assalamu SAMBEL JOSS,Restoran,5.0,11,11.0,"Jl. Prof. Dr. Hamka No.6, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
247,Ayam Goreng Suharti Krapyak,Restoran Masakan Ayam,4.3,5690,12.0,"Jl. Siliwangi No.576, Purwoyoso, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50184",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
250,Ayam Geprek Mbak Nuk,Restoran Masakan Ayam,4.9,57,15.0,"285V+787, Jl. Kliwonan Baru, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
251,Restoran Lik Min,Restoran,5.0,5,18.0,"286V+XMP, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
252,Rumah Makan Padang Taman Lele,Restoran Padang,4.6,8,12.0,"Jl. Walisongo No.KM 10, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
256,The Garden Bar and Resto,Restoran Keluarga,4.3,16,10.0,"Jalan Raya Moch. Ichsan, Silayur, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50189",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
257,Pizza Hut Restoran - Citadell Square,Restoran Pizza,4.6,1778,14.0,"Citadell Square, Jl. Prof. Dr. Hamka, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
260,Gama Candi Resto BSB,Restoran Seafood,4.5,876,10.0,"Jalan West CBD 1 No.3, Pesantren, Kec. Mijen, Kota Semarang, Jawa Tengah 50212",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
263,Burjo Alesha Ngaliyan,Kafe,4.7,14,14.0,"Jl. Wismasari Sel. No.Kel, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
264,Nasi Goreng Mas Raden,Restoran Nasi Goreng,5.0,1,19.0,"287V+G9H, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
265,"Soto Ayam ""Pak Sukarman""",Restoran Soto Ayam,5.0,1,10.07142857,"287V+G6F, Jl. Walisongo, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
267,Dapur Berkah Ibu,Restoran Indonesia,5.0,2,13.0,"286R+CW7, Tegalrejo, RT.9/RW.13, Tambakaji, Kec. Ngaliyan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
268,Alas Djati Resto & Pemancingan,Restoran,4.3,364,6.85714286,"Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
269,McDonald's Ngaliyan Semarang,Restoran Cepat Saji,4.5,5117,23.9667,"Jl. Prof. Dr. Hamka No.105, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
271,Masakan Padang Perdana,Restoran Padang,5.0,2,12.0,"285R+X2J, Jl. Tambak Aji Raya, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
273,BSB Sport Club and Lakers' Resto,Restoran,4.5,6922,12.57142857,"Jalan RM Hadi Subeno Sasrowardoyo, Pesantren, Kec. Mijen, Kota Semarang, Jawa Tengah 50212",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
275,Stamina Resto & Cafe,Restoran China,4.4,181,10.0,"Ruko Emerald Green B. 10 BSB City, Jalan Semarang Boja, Pesantren, Mijen, Jatibarang, Kec. Mijen, Kota Semarang, Jawa Tengah 50212",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
276,Ayam Geprek dan Aneka Nasi Bungkus,Restoran Masakan Ayam,5.0,3,7.85714286,"Samping PT, Aneka Gas Industri Jl. Tambak Aji Raya, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
277,Rumah Makan MALAHAYU,Rumah Makan,4.7,62,9.42857143,"Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
278,KOPI BLIRIK,Restoran Jawa,4.5,2824,13.28571429,"Jl. Padaan, Ngadirgo, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
279,Warung Makan Mbak Titik Bebek Goreng Mijen,Restoran,4.4,55,13.0,"Jl. Rm. Hadisoebeno Sosro Wardoyo, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
281,Seblak pedas,Restoran seblak,5.0,2,13.0,"286W+9XM, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
282,Warung Makan Mbak Yati,Restoran Jawa,4.6,5,14.0,"Jalan Raya Kuripan Rt 01 Rw 04, Wonolopo, Mijen, Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
283,Evelyn Food & Beverage,Restoran,4.4,5,9.42857143,"X8QM+8XX, Jl. Lawas Duwet, RT.8/RW.re 4, Bringin, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50189",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
284,Warung Makan & Mie Kopyok Bu Yul,Warung nasi,4.9,10,14.75,"Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
285,Cah Ayu Geprek Rempah,Restoran,4.5,13,14.0,"Jl. Nakula, RT.01/RW.02, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
286,Aneka Sambal,Restoran Masakan Ayam,4.3,534,12.0,"Jl. Wonolopo No.1, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
287,Warung Makan Mbak Yuyun,Restoran,4.3,3,11.0,"X8RV+JXF, Jl. Desel, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
290,Mie Ayam bocahe Dhewe,Restoran Mie,4.6,16,11.0,"W8X8+779, Jl.ngadirgo, Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
291,Warung Es Teler & Angkringan Mbak Nana,Restoran Jawa,5.0,1,8.0,"W8V8+VM3, Jalan RM Hadi Soebeno, Kelurahan Wonolopo, Kecamatan Mijen, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
292,Rumah Makan Ibu Imas,Restoran Indonesia,4.6,71,11.0,"Jl. Raya Mijen Jl. Raya Semarang-Boja No.125, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
293,Ayam Geprek & Seblak Pangestu,Restoran,4.6,13,23.9667,"W8X8+874, Jl. Salyo, Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
294,"RM. PUAS, Mijen",Restoran Sate,4.6,168,12.0,"W8R7+H6F, Jl. Rm. Hadisoebeno Sosro Wardoyo, Tambangan, Kec. Mijen, Kota Semarang, Jawa Tengah 50275",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
295,Bakmi Danau,Restoran Mie,4.6,207,10.5,"BSB City Ruko Arcadia Ivy Park Blok D1-12A, Pesantren, Kec. Mijen, Kota Semarang, Jawa Tengah 50212",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
296,Rumah Makan Bayang Sani,Restoran Padang,4.5,72,11.0,"W8W8+34J, Jalan RM Hadi Soebeno Raya, Kelurahan Wonolopo, Kecamatan Mijen, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
297,Pisang Goreng Madu Virgous,Restoran Indonesia,1.0,1,14.0,"X8RW+X2F, Desa, Jl. Desel Jl. Dahlia, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
298,Soto Surabaya (Pak Wondo),Restoran soto,4.8,18,6.35714286,"Jl. Desel, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
299,Warung Makan Raos Eco,Restoran Jawa,5.0,1,8.0,"Jalan RM Hadi Suebeno Nomor 46, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
300,Resto Sawah Mijen,Restoran,4.8,6,11.14285714,"W8QP+85M, Jl. Raya Kaligetas, Jatibarang, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
301,OTI Fried Chicken Mijen,Restoran,4.6,95,10.85714286,"Jl. Rm. Hadisoebeno Sosro Wardoyo No.2, Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
302,Warung makan pak bakri,Restoran Asia,3.7,6,11.0,"W8X8+7J4, Jalan kuman raya, Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
303,Mitra giraf bakery SARI,Restoran,5.0,2,7.0,"Jalal Duwet No.Timur, RT.: 05/RW.:, 10, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
304,BekMes Mak Koes,Restoran,5.0,1,9.5,"W8X9+F2C, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
305,sani geprek,Restoran,5.0,1,8.57142857,"Jl. Desel, RT.02/RW.09, Ngaliyan, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50181",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
307,Mie Ayam Tanjakan,Restoran Mie,4.2,13,10.0,"W8X8+6CH, Jalan Kauman Mijen, Wonolopo, Mijen, Wonolopo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
309,Sate Ayam Bangkit,Restoran Sate,5.0,2,4.28571429,"depan Polsek, Jl. Raya Semarang-Boja No.24, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
310,Rumah Makan Ayam Sumeh,Restoran,4.0,301,4.0,"Jl. Rm. Hadisoebeno Sosro Wardoyo No.15, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
312,"Soto Bathok & geprek"" BU FATIM""",Restoran soto,4.8,21,11.14285714,"W8X9+MRP, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
313,Pempek Zhafira,Restoran Pempek,4.0,5,11.0,"Jl. Wonolopo No.1, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
315,Warung makan barokah,Restoran Asia,5.0,3,10.0,"W8X7+8X5, Jalan kauman raya, Wonolopo, Mijen, Ngadirgo, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
318,Seblak boom,Restoran seblak,4.1,10,10.0,"W8W8+XQP, Jalan Raya, Mijen, Semarang City, Central Java 50215",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
322,Mie Ayam Pak Nardi,Restoran Mie,4.7,239,8.0,"W8W8+68W, Jalan RM Hadi Soebeno, Kelurahan Kemantren, Kecamatan Mijen, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
323,Sheena kitchen,Restoran Masakan Ayam,4.5,2,15.34762857,"Jl. Arjuna, Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50519",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
324,"Sate ayam ""MADU SEMAR"" Bang Yusup",Restoran Sate,5.0,1,6.5,"Mijen, Kec. Mijen, Kota Semarang, Jawa Tengah 50213",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
